time,$x$,$\dot{x}$,$z$,$\dot{z}$,u_0,u_1
0.0,-0.30440376925328994,0.36622512614560043,0.400467873217734,0.002144320184290671,0.0359700706458177,-0.40549166974999307
0.1,-0.26778125663872987,0.3712620014511985,0.4006823052361631,-0.03898750700953143,0.9892432665695965,0.17953288815309043
0.2,-0.23065505649361,0.4683548321862431,0.39678355453520997,-0.020244421172101075,0.4353206207344573,0.5744389226487048
0.30000000000000004,-0.18381957327498571,0.5107934298378208,0.3947591124179999,0.04158303364609553,-0.9294079225623189,0.5781866385155667
0.4,-0.13274023029120363,0.41500834668113085,0.3989174157826094,0.09666875866784573,0.25450189220215735,0.9814498790722048
0.5,-0.09123939562309055,0.4422555324347307,0.40858429164939397,0.18537843742575866,0.8188692734612939,-0.9938199582998277
0.6000000000000001,-0.047013842379617476,0.5246976352009551,0.42712213539196986,0.08193128516465936,-0.6760505465490902,-0.6317504034249002
0.7000000000000001,0.005455921140478041,0.4555185629559299,0.4353152639084358,0.012629383554371154,-0.9760574433429374,-0.30907783161559
0.8,0.05100777743607104,0.35726679592670907,0.4365782022638729,-0.019249373708197313,-0.6471064974458776,0.868499098527193
0.9,0.08673445702874194,0.2910025971334487,0.43465326489305317,0.07021937170116005,-0.1296912882219463,-0.8508501020069941
1.0,0.11583471674208681,0.2790664738920467,0.4416752020631692,-0.017940730793334345,0.933400740272843,0.21924634013757283
1.1,0.1437413641312915,0.371261228110878,0.43988112898383575,-0.0031474172025684963,0.40807523389011857,0.7669651855518085
1.2000000000000002,0.1808674869423793,0.4098246550606829,0.4395663872635789,0.07308695028744219,0.716992154832492,-0.6187089742474967
1.3,0.2218499524484476,0.47911029656084686,0.4468750822923231,0.009722071455428125,0.9676935874186756,-0.8601752639788978
1.4000000000000001,0.2697609821045323,0.5761815548935108,0.4478472894378659,-0.06878156119108791,-0.005459302365218521,0.395812913004822
1.5,0.3273791375938834,0.5756551592307764,0.4409691333187571,-0.02420897667233156,-0.5036962733975272,0.5090802371878294
1.6,0.384944653516961,0.521242891333938,0.43854823565152395,0.028368153294955886,-0.9706890018089096,-0.39787811794708206
1.7000000000000002,0.4370689426503548,0.42320828899634244,0.44138505098101954,-0.013781282720201057,0.8070556584345565,-0.766194065539423
1.8,0.479389771549989,0.5027663508559974,0.44000692270899944,-0.09114524465447046,-0.4329303009866712,0.8335441209593433
1.9000000000000001,0.5296664066355887,0.4626971558389435,0.4308923982435524,-0.004365281264464865,0.7319277407257674,-0.40862983418699117
2.0,0.5759361222194831,0.5291200212625407,0.4304558701171059,-0.042334949842849946,0.9120143435554897,-0.521723046989192
2.1,0.6288481243457371,0.619155269580316,0.4262223751328209,-0.09282914015293811,0.32914655601327647,0.4261790609744698
2.2,0.6907636513037687,0.6525102259901315,0.4169394611175271,-0.05546084585927819,-0.6317478357042985,0.9617962498657386
2.3000000000000003,0.7560146739027819,0.5912952101866908,0.4113933765315993,0.039516745923061695,0.1862817879165941,-0.30633846363408135
2.4000000000000004,0.815144194921451,0.6085630596680417,0.41534505112390546,0.008857877467080687,-0.6965541124191195,0.34473959590898007
2.5,0.8760005008882551,0.5413021491410787,0.4162308388706135,0.04692453200594529,0.043396480299946694,-0.1852410664695232
2.6,0.930130715802363,0.5482357811275066,0.42092329207120804,0.02574007811630851,0.10210706405905667,-0.6277529735266338
2.7,0.9849542939151136,0.5607129724153055,0.4234972998828389,-0.0340513675100721,-0.09265959203839258,0.6160607552476773
2.8000000000000003,1.0410255911566442,0.5554230789170348,0.4200921631318317,0.025363971431254913,0.5008788731651288,0.2699136709763441
2.9000000000000004,1.0965678990483476,0.602102963781758,0.42262856027495715,0.0526254479520161,0.1094665115500928,-0.3394158265078042
3.0,1.1567781954265235,0.6104574756939776,0.42789110507015876,0.014871647644991048,-0.7068177091983623,-0.028896223669694576
3.1,1.2178239429959212,0.5366178767522227,0.4293782698346579,0.011618279631580776,-0.27438651879110787,0.07178608674308262
3.2,1.2714857306711436,0.5081115678186471,0.43054009779781593,0.019278168494961185,-0.12377516792897358,0.06719574131581973
3.3000000000000003,1.3222968874530083,0.4949920016679357,0.43246791464731205,0.02647641369402883,0.504246040857292,0.3912735484506662
3.4000000000000004,1.3717960876198019,0.5425886039821879,0.4351155560167149,0.06758435495269861,0.0752730146810141,0.13899857673346627
3.5,1.4260549480180207,0.5549621338788838,0.4418739915119848,0.07980974138232881,-0.4612282902651612,-0.5041562452207249
3.6,1.4815511614059091,0.5109962596068203,0.4498549656502177,0.029645198174339457,-0.8547888382141293,0.18580348956273562
3.7,1.532650787366591,0.4290219291499531,0.45281948546765166,0.05007920187121835,0.32725403857040125,-0.22908683667752228
3.8000000000000003,1.5755529802815864,0.4622221078439493,0.4578274056547735,0.028138924885429337,-0.9699401398664735,0.17665738783486606
3.9000000000000004,1.6217751910659814,0.36785247057286363,0.4606412981433164,0.04110271094013587,0.7095594851006346,-0.3441481207166899
4.0,1.658560438123268,0.4421772385094656,0.46475156923732996,0.009514583369487017,0.4581494542029072,-0.7472776409030355
4.1000000000000005,1.7027781619742144,0.49111736576687764,0.46570302757427867,-0.06196523221718871,0.33704301628048783,0.8765252967012085
4.2,1.7518898985509022,0.5261448481703649,0.4595065043525598,0.023402141080887534,0.287760376573982,-0.277257325459376
4.3,1.8045043833679386,0.556100770139326,0.46184671846064856,-0.00087348365902018,0.5341708350324628,-0.48636112816143706
4.4,1.8601144603818711,0.6038499971771246,0.46175937009474655,-0.0451151116159847,0.03051330463729718,-0.7508297806238369
4.5,1.9204994600995835,0.6031533323133647,0.45724785893314807,-0.12507322514325256,-0.6878042119746206,-0.832858953961022
