time,$x$,$\dot{x}$,u_0
0.0,2.226692874627865,-0.2773700472288798,2.127087514337533
0.05,2.214349677465628,-0.205646274980604,2.127087514337533
0.1,2.2051512469840557,-0.15460987727045614,2.127087514337533
0.15000000000000002,2.198278463452413,-0.11563854428925598,2.127087514337533
0.2,2.1930236803373786,-0.08940607055429453,2.127087514337533
0.25,2.1889849372417536,-0.07049114760378702,2.127087514337533
0.30000000000000004,2.185636785636169,-0.05846889237151163,2.127087514337533
0.35000000000000003,2.182955311915077,-0.04754882796995216,2.127087514337533
0.4,2.180852727591243,-0.03779318932084227,2.127087514337533
0.45,2.179105635984102,-0.030248703861189535,2.127087514337533
0.5,2.1776892093358424,-0.024664674266955545,2.127087514337533
0.55,2.176523700967667,-0.0211739282120521,2.127087514337533
0.6000000000000001,2.175599093607462,-0.015721505510440534,2.127087514337533
0.65,2.1747838961807133,-0.015015812692014872,2.127087514337533
0.7000000000000001,2.1740026023440824,-0.014803463302618735,2.127087514337533
0.75,2.1733841641307956,-0.011231004283801747,2.127087514337533
0.8,2.172927889562122,-0.006867558675292512,2.127087514337533
0.8500000000000001,2.172610755816767,-0.004874406886645314,2.127087514337533
0.9,2.172409347907088,-0.004862135698136207,2.127087514337533
0.9500000000000001,2.172167886526412,-0.002488505802199657,2.127087514337533
1.0,2.1720349637094722,-0.005836810517407554,2.127087514337533
1.05,2.1717542804727454,-0.0045880694509770935,2.127087514337533
1.1,2.1714943158781868,-0.006627371354577848,2.127087514337533
1.1500000000000001,2.1710339516946178,-0.013171852113943526,2.127087514337533
1.2000000000000002,2.1704798387253126,-0.009077822178836488,2.127087514337533
1.25,2.170086139083976,-0.006702719405076331,2.127087514337533
1.3,2.1697987566340777,-0.003902463941331063,2.127087514337533
1.35,2.1696875184284123,-0.002817691108144591,2.127087514337533
1.4000000000000001,2.1695764075659456,-0.00287730934355749,2.127087514337533
1.4500000000000002,2.1694236362270374,-0.003282342502470743,2.127087514337533
1.5,2.1692706074082944,-0.003690738914711801,2.127087514337533
1.55,2.1691120506126387,-0.006000280640756264,2.127087514337533
1.6,2.1688167613241784,-0.005792941284630751,2.127087514337533
1.6500000000000001,2.1685006061852894,-0.005654805394679521,2.127087514337533
1.7000000000000002,2.16820004469384,-0.00803886305500308,-2.648214513967652
1.75,2.163328919302825,-0.21939334084210982,-2.648214513967652
1.8,2.1488840984961,-0.381974353564602,-2.648214513967652
1.85,2.12719823013122,-0.5050793635102606,-2.648214513967652
1.9000000000000001,2.0999348252335683,-0.601047274724872,-2.648214513967652
1.9500000000000002,2.068294251847394,-0.6770959574973405,-2.648214513967652
2.0,2.033134714160989,-0.7407804063165625,-2.648214513967652
2.0500000000000003,1.9948488029918874,-0.8019368237322421,-2.648214513967652
2.1,1.9536830027555032,-0.8541156404683932,-2.648214513967652
2.15,1.9099110801245955,-0.9050889019941958,-2.648214513967652
2.2,1.8637001421943653,-0.9521508250243687,-2.648214513967652
2.25,1.8151153700685563,-1.0048165750035611,-2.648214513967652
2.3000000000000003,1.7638228656701695,-1.0577768208011387,-2.648214513967652
2.35,1.7098704488211747,-1.1099510827514707,-2.648214513967652
2.4000000000000004,1.6531860022681253,-1.1694644497496354,-2.648214513967652
2.45,1.5933868344383544,-1.238712948385754,-2.648214513967652
2.5,1.530083350950059,-1.3116493639040057,-2.648214513967652
2.5500000000000003,1.4628869369604416,-1.3940775527481957,-2.648214513967652
2.6,1.39149105163191,-1.4822272574838864,-2.648214513967652
2.6500000000000004,1.315375567314246,-1.5859186806190582,-2.648214513967652
2.7,1.233823628096972,-1.7003260838840026,-2.648214513967652
2.75,1.1461815360961942,-1.8346007935453448,-2.648214513967652
2.8000000000000003,1.051457831031594,-1.9905127246876804,-2.648214513967652
2.85,0.9484825515932094,-2.169204624702628,-2.648214513967652
2.9000000000000004,0.835947261791931,-2.379251364685906,-2.648214513967652
2.95,0.7123317999899327,-2.621210976491516,-2.648214513967652
3.0,0.5758860022715868,-2.899922434538195,-2.648214513967652
3.0500000000000003,0.42451086360452495,-3.2268629161079345,-2.648214513967652
3.1,0.25589411173894167,-3.597885860783261,-2.648214513967652
3.1500000000000004,0.06792856638987088,-4.009176910426776,-2.648214513967652
3.2,-0.14121346442757587,-4.447788477535193,-2.648214513967652
3.25,-0.3726009377619507,-4.897360481648146,-2.648214513967652
3.3000000000000003,-0.6258465787259045,-5.302626606246838,-2.648214513967652
3.35,-0.8972651330986421,-5.5812884362230175,-2.648214513967652
3.4000000000000004,-1.1788362013660478,-5.653405291266857,-2.648214513967652
3.45,-1.4585197539934958,-5.442240465553726,-2.648214513967652
3.5,-1.7213898223761994,-4.923691121907733,-2.648214513967652
3.5500000000000003,-1.9531293104536316,-4.165558337418119,-2.648214513967652
3.6,-2.1442859668151053,-3.3000319559200637,-2.648214513967652
3.6500000000000004,-2.2923110177069725,-2.46590028189125,-2.648214513967652
3.7,-2.4008404857722896,-1.7582939323283635,-2.648214513967652
3.75,-2.477051843425163,-1.208185317006778,-2.648214513967652
3.8000000000000003,-2.5289495927226695,-0.809997259367104,-2.648214513967652
3.85,-2.5635826703271922,-0.53398731181406,-2.648214513967652
3.9000000000000004,-2.5862213170042243,-0.3460674632168359,-1.4574050100958316
3.95,-2.5998038170513493,-0.17431863595653782,-1.4574050100958316
4.0,-2.6060189021782794,-0.06144828872258435,-1.4574050100958316
4.05,-2.607567509196751,0.00881235141818948,-1.4574050100958316
4.1000000000000005,-2.606207588742694,0.05273739227391939,-1.4574050100958316
4.15,-2.602993588033512,0.0797143887167721,-1.4574050100958316
4.2,-2.5986039182286005,0.0978470251926498,-1.4574050100958316
4.25,-2.593463153904448,0.10979066697496544,-1.4574050100958316
4.3,-2.587794809892976,0.11826248435009919,-1.4574050100958316
4.3500000000000005,-2.581760724746352,0.12221585225979704,-1.4574050100958316
4.4,-2.575585396362108,0.1234686874302328,-1.4574050100958316
4.45,-2.5693220781838733,0.12927355222761094,-1.4574050100958316
4.5,-2.5627819432585315,0.13109637248821565,-1.4574050100958316
4.55,-2.5562321550883875,0.1335576046448148,-1.4574050100958316
4.6000000000000005,-2.549601540553501,0.13072718325889193,-1.4574050100958316
4.65,-2.543008112629635,0.13297757092608628,-1.4574050100958316
4.7,-2.5362957004088296,0.13382689732239716,-1.4574050100958316
4.75,-2.5295141373580337,0.13591298474790786,-1.4574050100958316
4.800000000000001,-2.522806074043673,0.13235092873103624,-1.4574050100958316
4.8500000000000005,-2.5162726608416026,0.12899000434324226,-1.4574050100958316
4.9,-2.509923821780255,0.12450424879509438,-1.4574050100958316
4.95,-2.503648709717833,0.12918904617188467,-1.4574050100958316
5.0,-2.4970666504148618,0.13425909922042806,-1.4574050100958316
5.050000000000001,-2.4903342424032298,0.13237584180581705,-1.4574050100958316
5.1000000000000005,-2.483678135540858,0.13320161229861033,-1.4574050100958316
5.15,-2.4770833530096414,0.1307597615559702,-1.4574050100958316
5.2,-2.4705731547687177,0.12995593924254845,-1.4574050100958316
5.25,-2.4640194311775514,0.13109223360914016,-1.4574050100958316
5.300000000000001,-2.4575459353293656,0.13139407057674385,-1.4574050100958316
5.3500000000000005,-2.450882629824223,0.13516001557848784,-1.4574050100958316
5.4,-2.4441713903689886,0.1341447418974608,-1.4574050100958316
5.45,-2.4373869293356347,0.1359978588414302,-1.4574050100958316
5.5,-2.4305446827969055,0.1366682365490929,-1.4574050100958316
5.550000000000001,-2.4238140145041673,0.13184425338168088,-1.4574050100958316
5.6000000000000005,-2.4172750270808514,0.13015570811256413,-1.4574050100958316
5.65,-2.410814353182642,0.12974097013215638,-1.4574050100958316
5.7,-2.404320320762463,0.1290354555452601,-1.4574050100958316
5.75,-2.3978900990078587,0.1282344711231403,-1.4574050100958316
5.800000000000001,-2.3913882039069265,0.12989094227884132,-1.4574050100958316
5.8500000000000005,-2.3848251877508666,0.1334810279764476,-1.4574050100958316
5.9,-2.378154532702527,0.1333417745277222,-1.4574050100958316
5.95,-2.3714898106764446,0.1332842673109236,-1.4574050100958316
6.0,-2.3648213432659473,0.13085141204745135,-1.4574050100958316
6.050000000000001,-2.358310421436115,0.1305980999244182,-1.4574050100958316
6.1000000000000005,-2.351734656075016,0.13315961817782937,-1.4574050100958316
6.15,-2.3451086892320805,0.12999601205508207,-1.4574050100958316
6.2,-2.33859512174141,0.1310499543620999,-1.4574050100958316
6.25,-2.33201189796348,0.13150849640008205,-1.4574050100958316
6.300000000000001,-2.325429336907478,0.1320930567738718,-1.4574050100958316
6.3500000000000005,-2.3188664786492716,0.130191091371001,-1.4574050100958316
6.4,-2.31225965197622,0.13363972302491295,-1.4574050100958316
6.45,-2.3056283401882633,0.1331297362815422,-1.4574050100958316
6.5,-2.2989675082038947,0.1309019778573923,-1.4574050100958316
6.550000000000001,-2.292500365246506,0.13019113336930369,-1.4574050100958316
6.6000000000000005,-2.2860002898363687,0.13104666591622036,-1.4574050100958316
6.65,-2.279461706657776,0.1305572019926362,-1.4574050100958316
6.7,-2.273000403274596,0.127089185454895,-1.4574050100958316
6.75,-2.26659989855773,0.12950515060627463,-1.4574050100958316
6.800000000000001,-2.260059747540311,0.13294942799124537,-1.4574050100958316
6.8500000000000005,-2.2534593937577028,0.1306099463216114,-1.4574050100958316
6.9,-2.2469314581549504,0.13099220869930248,-1.4574050100958316
6.95,-2.240329502004998,0.13348338506633617,-1.4574050100958316
7.0,-2.233740676617282,0.13167524792651272,-1.4574050100958316
