time,$x$,$\dot{x}$,u_0
0.0,1.8055972027629164,-0.7653519439086764,-1.722087484292623
0.05,1.766398468014761,-0.8121803489854114,-1.722087484292623
0.1,1.7247925881246242,-0.8597417166073517,-1.722087484292623
0.15000000000000002,1.680837916283063,-0.9068678401217537,-1.722087484292623
0.2,1.634602484098493,-0.9507105117115406,-1.722087484292623
0.25,1.5860647188343717,-1.0005039750801399,-1.722087484292623
0.30000000000000004,1.5350091511449906,-1.0540624385259187,-1.722087484292623
0.35000000000000003,1.481079374416674,-1.1153489788455035,-1.722087484292623
0.4,1.4240576584007092,-1.1780587003691056,-1.722087484292623
0.45,1.3638091241811265,-1.248175677867774,-1.722087484292623
0.5,1.2998241718751014,-1.3273077962327624,-1.722087484292623
0.55,1.231749532970041,-1.4165260142362988,-1.722087484292623
0.6000000000000001,1.15900096398903,-1.5129807895286091,-1.722087484292623
0.65,1.0811410718260575,-1.6244392515412405,-1.722087484292623
0.7000000000000001,0.9974896220209727,-1.751782858599175,-1.722087484292623
0.75,0.9071136491864222,-1.8940989890369186,-1.722087484292623
0.8,0.8091151113170869,-2.062661768462269,-1.722087484292623
0.8500000000000001,0.7022772009158407,-2.2529191614115756,-1.722087484292623
0.9,0.5854150681514759,-2.472402299900778,-1.722087484292623
0.9500000000000001,0.4569141988110887,-2.7238664530833328,-1.722087484292623
1.0,0.31523054634642206,-3.0060561586773002,-1.722087484292623
1.05,0.158703767594572,-3.325527900932289,-1.722087484292623
1.1,-0.01447677889935546,-3.6748639083937307,-1.722087484292623
1.1500000000000001,-0.20548538985412879,-4.0415667360075735,-1.722087484292623
1.2000000000000002,-0.4148066378725416,-4.398513572019285,-1.722087484292623
1.25,-0.6412720074251954,-4.713043988803203,-1.722087484292623
1.3,-0.8815930244402764,-4.923329464184257,-1.722087484292623
1.35,-1.1294869762799196,-4.971516828160724,-1.722087484292623
1.4000000000000001,-1.3756948675072322,-4.807098553380079,-1.722087484292623
1.4500000000000002,-1.6090143017649192,-4.4087785438313425,-1.722087484292623
1.5,-1.8183020552122908,-3.8233818663207426,-1.722087484292623
1.55,-1.995816920862899,-3.1296165216760494,-1.722087484292623
1.6,-2.1381062433583624,-2.4241096849520027,-1.722087484292623
1.6500000000000001,-2.246258920340697,-1.7913113963848435,-1.722087484292623
1.7000000000000002,-2.324932074953748,-1.2674863662950604,-1.722087484292623
1.75,-2.379819798514112,-0.8632911719559713,-1.722087484292623
1.8,-2.4166078882829036,-0.5649578704146143,-1.722087484292623
1.85,-2.440410335667823,-0.35737621345910847,-1.722087484292623
1.9000000000000001,-2.4551542959797734,-0.21262798936981958,-1.722087484292623
1.9500000000000002,-2.4636948341641394,-0.11422924514042473,-1.722087484292623
2.0,-2.467916820747197,-0.04560588267621951,-1.722087484292623
2.0500000000000003,-2.469164678326301,0.00451134711747344,-1.722087484292623
2.1,-2.468244487605123,0.03770823608523232,-1.722087484292623
2.15,-2.4660191999064383,0.056376646525383434,-1.722087484292623
2.2,-2.462914267698394,0.07054767509281927,-1.722087484292623
2.25,-2.4592755638399524,0.07806778937474616,-1.722087484292623
2.3000000000000003,-2.4552770401116337,0.08463510824564395,-1.722087484292623
2.35,-2.450943850156495,0.08887462333896795,-1.722087484292623
2.4000000000000004,-2.446362272708984,0.092830459783131,-1.722087484292623
2.45,-2.4416671896123643,0.09437387413505298,-1.722087484292623
2.5,-2.4369297023057435,0.09770511056836746,-1.722087484292623
2.5500000000000003,-2.4320131237351315,0.09856759704995387,-1.722087484292623
2.6,-2.427069830947764,0.09790463018631486,-1.722087484292623
2.6500000000000004,-2.42216229194957,0.09868649326262778,-1.722087484292623
2.7,-2.4172541206767124,0.09772121309931434,-1.722087484292623
2.75,-2.4124069150904286,0.0960309244594889,-1.722087484292623
2.8000000000000003,-2.4075330681228158,0.09729921903159632,-1.722087484292623
2.85,-2.4025993181254552,0.09700569921690894,-1.722087484292623
2.9000000000000004,-2.3976774134951775,0.1005027365805177,-1.722087484292623
2.95,-2.392618236829926,0.10121115396019267,-1.722087484292623
3.0,-2.387506540944137,0.10359906028843861,-1.722087484292623
3.0500000000000003,-2.382332210340441,0.103566164079657,-1.009513016694611
3.1,-2.376519062767791,0.13229436774040407,-1.009513016694611
3.1500000000000004,-2.369498526199277,0.15301429679472756,-1.009513016694611
3.2,-2.3615298392863258,0.16719915583765554,-1.009513016694611
3.25,-2.3529965424669013,0.1763096838744465,-1.009513016694611
3.3000000000000003,-2.343988616338584,0.18643572494021024,-1.009513016694611
3.35,-2.334582436305532,0.18810174363257798,-1.009513016694611
3.4000000000000004,-2.3251018778553885,0.1905888835489389,-1.009513016694611
3.45,-2.315531964069923,0.19261232018682162,-1.009513016694611
3.5,-2.305833998918704,0.19518397532716,-1.009513016694611
3.5500000000000003,-2.2960899908281327,0.19846062104726817,-1.009513016694611
3.6,-2.2860501276941454,0.20296088715461336,-1.009513016694611
3.6500000000000004,-2.275903754544561,0.20440699351909952,-1.009513016694611
3.7,-2.265669042586431,0.20254741915322416,-1.009513016694611
3.75,-2.2555303895896763,0.2041312480225246,-1.009513016694611
3.8000000000000003,-2.245280492370971,0.20529977780631312,-1.009513016694611
3.85,-2.234984465956027,0.20802046576035635,-1.009513016694611
3.9000000000000004,-2.224560585845154,0.20752725459116877,-1.009513016694611
3.95,-2.214165224174656,0.2061486927877006,-1.009513016694611
4.0,-2.203866850573123,0.20571852472248517,-1.009513016694611
4.05,-2.1935656574106583,0.20520586860393972,-1.009513016694611
4.1000000000000005,-2.1831514052935788,0.2118342498241397,-1.009513016694611
4.15,-2.1724791212641903,0.21326667748052844,-1.009513016694611
4.2,-2.16189618707711,0.21193834268118186,-1.009513016694611
4.25,-2.1513754253008575,0.20859893922142259,-1.009513016694611
4.3,-2.1409294191306034,0.20793516231040274,-1.009513016694611
4.3500000000000005,-2.130545281184162,0.20767138273228916,-1.009513016694611
4.4,-2.1200843253452755,0.21030594376872624,-1.009513016694611
4.45,-2.1095583766946526,0.2091152293404173,-1.009513016694611
4.5,-2.0991133473586943,0.20951048788380358,-1.009513016694611
4.55,-2.088579891909855,0.21004445424573906,-1.009513016694611
4.6000000000000005,-2.0781020431014805,0.21063798602996964,-1.009513016694611
4.65,-2.0675779251758435,0.21218576109064974,-1.009513016694611
4.7,-2.05704796853643,0.20872156420725813,-1.009513016694611
4.75,-2.0464795610882422,0.21363628759061756,-1.009513016694611
4.800000000000001,-2.035805861158094,0.21243511659561337,-1.009513016694611
4.8500000000000005,-2.025158606734127,0.21388659979811478,-1.009513016694611
4.9,-2.014557067206487,0.20781094659039728,-1.009513016694611
4.95,-2.0040252551542,0.21367357952459834,-1.009513016694611
5.0,-1.9932987014504178,0.2159986331394988,2.354398650844698
5.050000000000001,-1.979217704811493,0.3734904460150764,2.354398650844698
5.1000000000000005,-1.9580116699633354,0.49378932944311493,2.354398650844698
5.15,-1.9312128317397699,0.59815661907357,2.354398650844698
5.2,-1.8995866902785306,0.684681837365402,2.354398650844698
5.25,-1.863739812131185,0.7636874085744014,2.354398650844698
5.300000000000001,-1.8242105471505083,0.829082295280613,2.354398650844698
5.3500000000000005,-1.7815228255618947,0.8915082938062499,2.354398650844698
5.4,-1.7357496631456273,0.9517127519510251,2.354398650844698
5.45,-1.6869452170339638,1.0139472046292994,2.354398650844698
5.5,-1.6349545963766072,1.0769429344951718,2.354398650844698
5.550000000000001,-1.5797122228758629,1.1479510454134632,2.354398650844698
5.6000000000000005,-1.5210747968595675,1.2127788027077686,2.354398650844698
5.65,-1.4589369239608598,1.2886630018107461,2.354398650844698
