time,$\theta$,$\omega$,u_0
0.0,0.7392348941041926,0.08340049763641444,-1.85746581730421
0.05,0.7348695937271188,-0.34136881639202865,-1.393133594503241
0.1,0.7097609880559799,-0.7383559944873626,-2.1787333789528827
0.15000000000000002,0.6644553675098537,-1.1549484541729522,2.274965505791393
0.2,0.6032160336302194,-1.3258975813143274,-2.4281887120006145
0.25,0.5292699878149513,-1.7036661295578803,-0.040670295742305296
0.30000000000000004,0.439417711422763,-1.929940251720844,-1.4745217913090047
0.35000000000000003,0.3376973849051466,-2.1825349113850634,-0.22301098627088378
0.4,0.225571711128768,-2.3205522777010734,0.14213912692787067
0.45,0.10792151897245582,-2.3890719240690097,2.163152646615238
0.5,-0.009918926420434453,-2.300719490681603,-2.7167697977609366
0.55,-0.12706339182459686,-2.3945918738849166,-2.9031272554789798
0.6000000000000001,-0.24793915659398594,-2.4429264569000777,2.5917061070219507
0.65,-0.3645684342939008,-2.156550889418585,1.855436996043483
0.7000000000000001,-0.4665897968456679,-1.8577598305217409,-2.400070421436352
0.75,-0.557046473412221,-1.7296262510717542,2.3485736968436104
0.8,-0.6357312728486323,-1.3312048028864276,1.3971795574103956
0.8500000000000001,-0.6948603463019604,-0.958968900712924,1.6763460416963807
0.9,-0.7347531566384339,-0.5531370041562701,0.7255877745452941
0.9500000000000001,-0.755040496727864,-0.18423259938704917,-2.541631578921746
1.0,-0.7601493128002518,0.024378858347810735,-2.2930065158923716
1.05,-0.7544870488346472,0.2482746428920054,-2.913196206534432
1.1,-0.7383137593619492,0.4371688635996522,1.7020517806889837
1.1500000000000001,-0.7082251275788729,0.8467081880900382,0.6489308260863333
1.2000000000000002,-0.6589241506085161,1.1906347212345243,-0.8569325751435255
1.25,-0.594326639996622,1.4375466276372797,-0.9726328438699425
1.3,-0.5180778846445321,1.6479058739274925,-1.716013569288902
1.35,-0.43287437959409497,1.7817312409503199,0.7593556360976752
1.4000000000000001,-0.3392439836811186,1.9990525004103499,-1.19042904606838
1.4500000000000002,-0.23767291934825638,2.0728871285051422,-2.5348963945424456
1.5,-0.13460595441061035,2.033142209041577,-0.02869107504716273
1.55,-0.032070516805127694,2.0703680937162066,-2.401242377572437
1.6,0.0688915878295155,1.9340265261989587,-0.33180895618040607
1.6500000000000001,0.16413868444231092,1.8535293335936192,-0.5322472417138115
1.7000000000000002,0.2543323620239375,1.7206455978518758,1.852829648034789
1.75,0.33943497835811237,1.6624990188165378,0.269401356936688
1.8,0.41916568941824994,1.4854176573070772,0.08161750504443432
1.85,0.48922091045168364,1.2701849347129828,2.072055778443331
1.9000000000000001,0.5499023776521407,1.1245125839003491,1.4219656237855276
1.9500000000000002,0.6021600227657927,0.9243506810104973,1.6287888263849586
2.0,0.64421585337076,0.7157269150175416,0.015021048421454797
2.0500000000000003,0.673951512005197,0.4133140613004346,-1.0710764964537753
2.1,0.6873289590879909,0.05033930899085566,1.6438361918582538
2.15,0.6853425393961756,-0.17786196409847993,-0.5910477014546991
2.2,0.6696245460743231,-0.5163052998311792,-0.3772378445713751
2.25,0.6375767982608194,-0.8282526265840428,-1.1329685366749698
2.3000000000000003,0.5893415561197033,-1.166519507489215,-2.3211665721723755
2.35,0.523462021042891,-1.5378569871956187,-2.548643460896315
2.4000000000000004,0.4393869499858995,-1.88844485683894,2.0850474725150585
2.45,0.3433465830724527,-1.963445905977345,-0.9727453252075147
2.5,0.24123878276693556,-2.149983825942088,-0.5986861511490353
2.5500000000000003,0.13118127103229996,-2.264385854972628,-1.0894453064643588
2.6,0.016193636203474464,-2.344149869307131,-0.4453413351728388
2.6500000000000004,-0.10115939727353648,-2.3385125149566024,1.5629725365123004
2.7,-0.21517203738208704,-2.1797194628432472,-1.1854047829767234
2.75,-0.3228315555785091,-2.1024440992762776,-2.206996810784095
2.8000000000000003,-0.42664450240804785,-2.027710129359102,-0.9514020025993415
2.85,-0.524536742468334,-1.8443077969475796,-2.9286549805785222
2.9000000000000004,-0.6144858474425094,-1.72236687636603,-2.932887133833925
2.95,-0.6975921971740333,-1.5639639056925918,1.630969277172387
3.0,-0.767611477359959,-1.1495024442093131,-2.2468549757500793
3.0500000000000003,-0.8203089593740696,-0.9090648101146198,-1.542355017917853
3.1,-0.8599865076412937,-0.6200650010233053,1.3220712463995283
3.1500000000000004,-0.8820421620166996,-0.1731957284362856,-2.0777078514156226
3.2,-0.8850947493192901,0.10403833724962938,1.5477740865773084
3.25,-0.8707903680531479,0.5580268602671998,2.7611313065461243
3.3000000000000003,-0.8327052916397927,1.065567124119053,1.1137858502597204
3.35,-0.7711487487499733,1.4727970288324765,1.909777039338061
3.4000000000000004,-0.6889293644124229,1.894541285858187,-1.905162215298489
3.45,-0.5902413096845206,2.0869270411874674,2.844028263731338
3.5,-0.47792985476375693,2.4742295119965796,-2.4775395126084465
3.5500000000000003,-0.35261724309395404,2.541754632108966,-1.9332875866115644
3.6,-0.224616509602396,2.5767816374732835,-0.1695852872468635
3.6500000000000004,-0.0942960856794559,2.638855732298062,-2.2816357116395123
3.7,0.03571717957130863,2.5296483763611537,2.623331174524746
3.75,0.1641183223506043,2.6126032572861346,-0.27796633338504484
3.8000000000000003,0.292393741338079,2.4826058496313474,-1.8769529773992786
3.85,0.41146784447145596,2.2160274968342346,1.7943530630269193
3.9000000000000004,0.5197308142897841,2.0785641791810305,2.4523075347499432
3.95,0.6208851478828523,1.9311106111478538,1.047674563113841
4.0,0.7124624283526763,1.6769878267179013,-2.0779956635232635
4.05,0.7874803858609751,1.2328451310826738,-1.3269390313213814
4.1000000000000005,0.8406656780831793,0.8034447665705753,1.8676051862666483
4.15,0.8752773772935674,0.522782778466457,-1.5127051444537722
4.2,0.892326200287793,0.06794617087227954,2.937812278419765
4.25,0.891050331164778,-0.1671148455996865,-2.117996790786842
4.3,0.8730801566321227,-0.6468545011187004,1.081316158801938
4.3500000000000005,0.8344033691326788,-0.9617616827785177,-1.0111909114122029
4.4,0.778237400123571,-1.362586607318875,-2.0691356980888234
4.45,0.7013741256500108,-1.7942300817779422,2.8099258125684523
4.5,0.608491146993291,-1.947211763155502,0.11300264038279795
4.55,0.50604237025011,-2.1936753706804137,2.5727201140509317
4.6000000000000005,0.3946545858879441,-2.268948965956739,0.6269757878517532
4.65,0.27847343046758666,-2.398617271618946,-1.4589344574413128
4.7,0.15488189902155625,-2.571049269664743,1.1316685196600558
4.75,0.026482079372553077,-2.550199346073689,-1.2274222255385616
4.800000000000001,-0.10205663881932925,-2.587612482219316,-2.571979383811616
4.8500000000000005,-0.23243129749629288,-2.6246712641489234,2.897559574431061
4.9,-0.35798950446790434,-2.331340783989114,0.8683522170135327
4.95,-0.46991138698257395,-2.0873296522941613,-0.3853548081066147
5.0,-0.5698454464666509,-1.8596214019785522,-2.1774903901415925
5.050000000000001,-0.6593967460392994,-1.6810299249244984,0.21746024249912854
5.1000000000000005,-0.7369203881674918,-1.347009711004256,-0.14453929081864003
5.15,-0.7975951238204708,-1.0093117618543346,2.8700160151532605
5.2,-0.8380392316664536,-0.5038859938457555,-2.9484365705005793
5.25,-0.8587792294584463,-0.2817364226400719,1.0252509621059995
5.300000000000001,-0.8643971599121374,0.1397980602925614,-1.6600996821108054
5.3500000000000005,-0.8516165395288845,0.4299246824505984,-0.2774406729858807
5.4,-0.8231353878687236,0.777629161186792,-2.279925344096892
