time,$\theta$,$\omega$,u_0
0.0,3.03409623840835,-0.3647124629882432,-2.799180083670942
0.05,3.011946498286078,-0.5630428190744164,-1.6053226484382659
0.1,2.9808815225485628,-0.7112308851094808,-0.8772647955261659
0.15000000000000002,2.942956957279612,-0.8350078210040186,1.9270414657778623
0.2,2.9012144957086803,-0.8406633513813566,1.2620512082915187
0.25,2.8581389776566315,-0.8985282929896337,-0.23986762840768017
0.30000000000000004,2.8102479774641704,-1.0526613207222786,-0.487448965664522
0.35000000000000003,2.7539492269442705,-1.2411966990191026,0.7881442738389395
0.4,2.688999581827433,-1.390592683351605,2.878772204049173
0.45,2.6180694711510366,-1.467256855590324,-1.2113385117834208
0.5,2.5385840127829526,-1.7813757797842178,-2.6766026627957453
0.55,2.441329570146105,-2.2014939028415754,0.526284311504025
0.6000000000000001,2.3255559425988883,-2.494595883797069,-2.929258575194344
0.65,2.1908968063546856,-2.9977475463380565,-1.4039981215162014
0.7000000000000001,2.0317839876835797,-3.4665187078732935,2.956582331920925
0.75,1.8527698338687821,-3.7585340769435316,-0.6975914101426044
0.8,1.6551899493016604,-4.246854623876577,-0.9970050466281695
0.8500000000000001,1.4324748009883856,-4.763166565130895,-2.5268518517198206
0.9,1.1826537340865582,-5.339953019637424,-0.7709758342684705
0.9500000000000001,0.9066774778617751,-5.777219269046862,-1.1713754929852074
1.0,0.6098136475629854,-6.154859516420859,-0.5864509407770873
1.05,0.2970196234774776,-6.379704326789011,2.6267018108554367
1.1,-0.020907305174227883,-6.297376760219874,-2.015465638454576
1.1500000000000001,-0.33643051789084816,-6.2956927111101,-2.4447325905841444
1.2000000000000002,-0.6492601842340776,-6.170422413382973,-2.213891959520481
1.25,-0.9530224404875678,-5.909815270531957,-1.2292248800525754
1.3,-1.2409579057343656,-5.516064652308957,1.2126815528770825
1.35,-1.505572362136349,-4.955064132370377,-0.08787129070993038
1.4000000000000001,-1.7430240010485898,-4.444323246846043,-0.5464085562148857
1.4500000000000002,-1.955724421907731,-3.9761904210197736,-0.45671599013236586
1.5,-2.145636240928791,-3.5395162151388013,2.3889743467275544
1.55,-2.311742821478821,-3.00670022398505,0.5572917424848649
1.6,-2.4540785911207452,-2.6176605784195517,-0.5395070215072861
1.6500000000000001,-2.5793217909370934,-2.3445285409696175,2.161059896723266
