time,$\theta$,$\omega$,u_0
0.0,1.2329254105868932,-0.13170214361466637,2.43798908626017
0.05,1.2196017573313487,-0.47000704086612644,-1.7729914195160306
0.1,1.1852400218315184,-1.0140644761046005,-1.0328358084094018
0.15000000000000002,1.1246360030403153,-1.5069038580337408,-2.7394595152950156
0.2,1.0379114670431395,-2.06920244459472,1.8326276102202321
0.25,0.9280463028596421,-2.3804111946481785,-1.3459469036017522
0.30000000000000004,0.8002150739418289,-2.815024688019611,0.3022163985004489
0.35000000000000003,0.6532627702788082,-3.116860014116683,-2.9961281530867394
0.4,0.489046449944508,-3.5217440436008287,0.5143276331608488
0.45,0.30953733949251994,-3.6777817450294115,-0.7102956559042386
0.5,0.12263542924895618,-3.8089152164604103,-1.9888729955339215
0.55,-0.0701533865684938,-3.9076474373213714,2.6787691611197078
0.6000000000000001,-0.2613571839215406,-3.6809833665031637,1.6205349909221591
0.65,-0.44055240220621206,-3.422701538552151,-0.48927905180056563
0.7000000000000001,-0.6073260264004565,-3.189250450887556,0.7644534861531362
0.75,-0.7598487085503676,-2.829344209646014,-2.356130366294602
0.8,-0.8965859381028757,-2.584328994515079,-1.534599083614476
0.8500000000000001,-1.019320426929519,-2.2535532377339598,2.908623129713554
0.9,-1.1204397293417816,-1.670463744304908,-1.8800545735233998
0.9500000000000001,-1.1967703308922228,-1.30921036409264,-2.198786038774069
1.0,-1.2551214916337705,-0.9525302988333871,-0.2764655821488864
1.05,-1.293587222614085,-0.49274967164004596,-1.7432656363293035
1.1,-1.3104356119271414,-0.10362767756973006,-2.0021900296840682
1.1500000000000001,-1.308126388121624,0.26991270605852324,2.6343353168584414
1.2000000000000002,-1.2825359879463076,0.8748494618166038,-1.4176409291322432
1.25,-1.230977695591467,1.266546129716666,1.6168860136494807
1.3,-1.1570415296505159,1.7960517922308268,-0.42007115308301723
1.35,-1.0588219216380892,2.211226106943098,-1.1013831218402474
1.4000000000000001,-0.9411499036151899,2.561104424597709,0.9562524293404018
1.4500000000000002,-0.8046259825169296,2.9760700632526946,1.97181144616651
1.5,-0.647242342726932,3.3912624719659137,-1.7581302193405681
1.55,-0.47416069259276666,3.553033107333097,-0.6846869444346204
1.6,-0.29344335199030325,3.6910812610757553,0.45169653220417305
