time,$\theta$,$\omega$,u_0
0.0,1.9695674743685512,-0.05243590282676858,2.742397126026943
0.05,1.9606764301950679,-0.36520441917754987,-2.247383601011452
0.1,1.9311756388063483,-0.9286367035506545,2.297944013243248
0.15000000000000002,1.8780634416843924,-1.2664684480382382,-2.9081853144664134
0.2,1.8025965132915234,-1.8768892449102366,0.48434143567613286
0.25,1.699831994143511,-2.3248931702101983,-0.0999744569449399
0.30000000000000004,1.5739065504075844,-2.8084570365381722,-2.044108549732976
0.35000000000000003,1.4220048987701017,-3.383218973109887,2.6931855340230832
0.4,1.2462310620059485,-3.708519388244803,-1.1809938934241109
0.45,1.050848059751925,-4.197683087982987,0.3586366673045258
0.5,0.8334578904511718,-4.558990056240171,-1.1900651099058177
0.55,0.5978040692501795,-4.925820448789363,2.7269954630532407
0.6000000000000001,0.34956860517864163,-5.000987889239966,-1.975997025969569
0.65,0.09513022392005076,-5.19444169934098,-2.1891977725068195
0.7000000000000001,-0.16665247407689987,-5.272120400956121,-2.4397682078339322
0.75,-0.43001586417660426,-5.235846489817286,-1.9868587736807226
0.8,-0.6887403272769375,-5.0606119391704345,1.384071450643246
0.8500000000000001,-0.9332565003806003,-4.62173236457342,-2.1509328478487264
0.9,-1.157889668693274,-4.287524137410862,0.1771992295690774
0.9500000000000001,-1.362614319602381,-3.7982536289184416,-1.3891483565404288
1.0,-1.5437551389309703,-3.358522688055137,2.101878289712653
1.05,-1.6993899431994577,-2.745548698757457,1.9316199703027486
1.1,-1.8247654663647426,-2.1550932569689554,-1.1157086064730672
1.1500000000000001,-1.924000620353914,-1.7305981855955743,1.897503552105516
1.2000000000000002,-1.9993238330298009,-1.173435828524735,1.2768670690695088
1.25,-2.04769518271058,-0.6590962317685103,-2.8459740641286317
1.3,-2.07487731738341,-0.37137561114434287,-2.461678250367793
1.35,-2.0872823667380813,-0.06561161858055359,1.6360044581617228
1.4000000000000001,-2.0803486602261887,0.4442551569275898,2.5812626299815604
1.4500000000000002,-2.046987008041961,1.0030554300801706,1.6223941358199943
1.5,-1.98649139705241,1.5198544747171896,-1.366503469985942
1.55,-1.9030132876214494,1.8974135475415979,-0.5941289532536911
1.6,-1.7997721851566846,2.3210756346581727,0.44896826061238504
1.6500000000000001,-1.673873226900897,2.815626708151729,-2.6309611634717207
