time,$\theta$,$\omega$,u_0
0.0,2.616413650485148,0.4421481175070707,-0.9174835055409689
0.05,2.6327305824946405,0.15234213854337797,0.5886013917869755
0.1,2.6361759211012012,-0.05630215828119656,-1.5881894132017116
0.15000000000000002,2.627038495772258,-0.37344137146856143,0.15093427464643439
0.2,2.6038032665735713,-0.6055511200525435,0.4496149540019272
0.25,2.568954821770215,-0.8364027367867629,0.4490316662301159
0.30000000000000004,2.522256072187465,-1.0821029819362822,2.670075063244017
0.35000000000000003,2.4652118753552026,-1.233338822861305,-0.6812543352238278
0.4,2.396793220078715,-1.5766538294601664,0.8246020695630754
0.45,2.3121377679514645,-1.8722978298572037,2.2830804493133594
0.5,2.2135932507164005,-2.125121589928496,1.7998937524026701
0.55,2.1013442972143177,-2.4323094253975976,-1.530499669224373
0.6000000000000001,1.9698949016490452,-2.9300796711253114,-0.2711960661965558
0.65,1.8142147357018161,-3.3927464054874865,1.0508415981064556
0.7000000000000001,1.6363708192165274,-3.8074759644356138,-1.7861421670334114
0.75,1.4348205472192,-4.366479413357373,-0.1332672775128081
0.8,1.2071319261253477,-4.8280061041614015,-1.259826398672789
0.8500000000000001,0.9559703377201804,-5.30528671634477,1.397708676000344
0.9,0.6849181662997249,-5.5757827693973905,-2.0739405411611256
0.9500000000000001,0.39884755731764404,-5.915896043923047,0.6307096916461294
1.0,0.10105827161751826,-5.987566131575375,1.5616227106739493
1.05,-0.1966558346323424,-5.8745154998737705,2.376409081367158
1.1,-0.4850963532707905,-5.583534983964389,1.3248084294520404
1.1500000000000001,-0.7573781635204967,-5.215968793408541,-1.8745511058665314
1.2000000000000002,-1.012479826169749,-4.91385105377626,-1.988098597469753
1.25,-1.2511818235290362,-4.554545789759028,2.5841672546394068
1.3,-1.4664723518872655,-3.928949453227506,-0.8055343824892935
1.35,-1.653589340705916,-3.458118590817439,-0.6733635098229578
1.4000000000000001,-1.8170483615751405,-2.9875918898412834,-1.74414132622326
1.4500000000000002,-1.9583404891212075,-2.589299465519769,1.3916190622824418
1.5,-2.0772365337059413,-2.064933587771422,-2.3769861498324985
1.55,-2.174127605369076,-1.7557706468724594,-2.1430121358292125
1.6,-2.2559766384460156,-1.463743209592515,-0.9126052344987658
1.6500000000000001,-2.322397297922847,-1.1324640816903642,2.585283075906191
1.7000000000000002,-2.369184042779919,-0.6436529537056428,-2.1497752488081776
1.75,-2.3967104621758395,-0.4115917919190737,2.568272261441753
1.8,-2.408059660207437,0.049311615390980695,2.213288985874579
1.85,-2.3968290524406966,0.4892399412201537,2.5563481486394384
1.9000000000000001,-2.3631880616554475,0.9502040647910911,1.2093481728574238
1.9500000000000002,-2.307728362009614,1.3524663158062251,0.2930449317624024
2.0,-2.2325633252518453,1.7297068873636574,-0.40836249547069214
2.0500000000000003,-2.138735675863899,2.1016680288713245,-2.5561723336301982
2.1,-2.0280861555291283,2.3858530854971125,-2.0109084057379407
2.15,-1.9020844937331267,2.7255483043521123,-1.726502419847125
2.2,-1.7585013386014803,3.096175879909608,2.4003454853280495
2.25,-1.591840190048204,3.689412070868052,-2.0345761465048
2.3000000000000003,-1.4000059461245171,4.055172966127574,-0.3441486171303243
2.35,-1.1884639447285708,4.488563991802923,-2.419811214709359
2.4000000000000004,-0.9579482602408028,4.782344273006952,1.3806092093662001
2.45,-0.7102305856860325,5.196604228102362,0.29588740997418617
2.5,-0.4446829839870754,5.461455117855809,0.6922879537316149
2.5500000000000003,-0.16777328001658218,5.628316689297064,1.6719217869684344
2.6,0.11572378889066727,5.704906490062592,-1.857306847852359
2.6500000000000004,0.3969530162415846,5.476819537392672,1.681313999215634
2.7,0.6676745631911152,5.294571475146545,-0.7470386559575686
2.75,0.9246633903275837,4.890988933770306,1.112862294819766
2.8000000000000003,1.1617458426061567,4.504305157133606,-0.5322378623075259
2.85,1.3768300514006182,3.9896440200497794,-2.1087244394025633
2.9000000000000004,1.5641449316966298,3.3789754329938386,-1.6132523978814826
2.95,1.721425765245686,2.7937618569419063,-0.09178589717460306
3.0,1.8510981893347933,2.2971732936909715,0.9613177236355572
3.0500000000000003,1.9573591547780405,1.8712669133691868,-1.0386916553894283
3.1,2.0406216729295488,1.3607378357911082,1.6401438469953278
3.1500000000000004,2.1015021488127026,1.0030220457393437,-2.5701193482451856
3.2,2.140547283047687,0.4512155277189207,-2.822285841497348
3.25,2.1519125013562634,-0.10550930393966797,-1.7486358349181867
3.3000000000000003,2.1366760346473934,-0.6044991585629095,1.1482788541408657
