time,$x$,$y$,$z$,u_0
0.0,1.400437029761008,2.207163769211129,19.74989776774465,3.5923924266258322
0.005,1.4409077271414177,2.2708070439884764,19.502802629042268,3.5923924266258322
0.01,1.4832937848432166,2.3377782706248063,19.259154193594334,3.5923924266258322
0.015,1.5269083665191108,2.40804535638525,19.019035057558998,3.5923924266258322
0.02,1.5703934637719714,2.4827010778929037,18.782961119321413,3.5923924266258322
0.025,1.6152139177537852,2.5607537378395824,18.550811924483728,3.5923924266258322
0.03,1.663314857054617,2.640744334718629,18.323460778173082,3.5923924266258322
0.035,1.7111240237801872,2.725576384463907,18.101602526622006,3.5923924266258322
0.04,1.7613897847290205,2.815328086438951,17.883630047669232,3.5923924266258322
0.045,1.8144376089471306,2.9088308475918505,17.668231206951987,3.5923924266258322
0.05,1.869166665015438,3.0051588360157955,17.459949727484787,3.5923924266258322
0.055,1.9253983717090597,3.1061154969298026,17.254040578643718,3.5923924266258322
0.06,1.984447078824818,3.210902671770528,17.054360535036732,3.5923924266258322
0.065,2.04741260107767,3.3213137870144416,16.858650234606696,3.5923924266258322
0.07,2.11070903238359,3.437188675122603,16.667562862147076,3.5923924266258322
0.075,2.1751543019577793,3.558448770268866,16.48116519027467,3.5923924266258322
0.08,2.2439640198589705,3.684097014468155,16.30047802594108,3.5923924266258322
0.085,2.3168428951769697,3.8144835640364856,16.125339622146573,3.5923924266258322
0.09,2.3921050873821565,3.951210903599101,15.953487586264279,3.5923924266258322
0.095,2.47098565339626,4.092767528323149,15.788115269894595,3.5923924266258322
0.1,2.55123270646918,4.2415846807183994,15.627006920926746,3.5923924266258322
0.105,2.6353317708349575,4.397078278215493,15.472036330616735,3.5923924266258322
0.11,2.723609754042257,4.558259412447117,15.323821612547098,3.5923924266258322
0.115,2.8153666687677905,4.726313591817711,15.182143981280229,3.5923924266258322
0.12,2.911348067696067,4.901043472923973,15.045295218002142,3.5923924266258322
0.125,3.009735081195071,5.082858468482085,14.916081692100853,3.5923924266258322
0.13,3.1140237743700045,5.272991220682612,14.792996943500205,3.5923924266258322
0.135,3.2204908605882916,5.471121416322357,14.67809083859484,3.5923924266258322
